srlkk,metric,sentence
"{'verbs': [{'verb': 'алдын', 'description': {'V': 'алдын', 'Arg(агенс)': 'мемлекеті', 'Arg(пациенс)': 'алуының'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'V', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Жаппай', 'есепшоттардан', 'адамдардың', 'қаражаттарын', 'шешіп', 'алуының', 'алдын', 'аламыз', 'деп', 'Ирландияның', 'мемлекеті', 'барлық', 'банк', 'депозиттері', 'бойынша', 'толық', 'кепілдік', 'ұсынды.'], 'metric': 0.75}",0,Жаппай есепшоттардан адамдардың қаражаттарын шешіп алуының алдын аламыз деп Ирландияның мемлекеті барлық банк депозиттері бойынша толық кепілдік ұсынды.
,0,"Бұл тек бір біржақты шешіммен, Ирландия Еуропаның қалған бралық бөлігін тұрақсыздандырды."
"{'verbs': [{'verb': '', 'description': {'Arg(конечная точка)': 'банктеріне', 'Arg(субъект перемещения)': 'салымшылары'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(субъект перемещения)', 'O', 'Arg(конечная точка)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Кенеттен,', 'басқа', 'елдерге', 'өз', 'банктерінің', 'салымшылары', 'Ирландия', 'банктеріне', 'жаппай', 'қашып', 'кетеді', 'деп', 'қорқуына', 'тура', 'келді', '(кепілдік', 'құны', 'Ирландия', 'мемлекеті', 'үшін', 'тым', 'көп', 'болғанына', 'қарамастан).'], 'metric': 0.5}",0,"Кенеттен, басқа елдерге өз банктерінің салымшылары Ирландия банктеріне жаппай қашып кетеді деп қорқуына тура келді (кепілдік құны Ирландия мемлекеті үшін тым көп болғанына қарамастан)."
"{'verbs': [{'verb': 'қайталануын', 'description': {'V': 'қайталануын', 'Arg(пациенс)': 'депрессияның'}, 'tags': ['O', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'V', 'O', 'O']}], 'words': ['Десе', 'де,', 'жалпы,', 'қаржы', 'дағдарысына', 'қарсы', 'шаралар', 'сәтті', 'болды,', 'және', 'оны', 'бастағандар', 'Ұлы', 'депрессияның', 'қайталануын', 'тоқтата', 'білді.'], 'metric': 0.5}",0,"Десе де, жалпы, қаржы дағдарысына қарсы шаралар сәтті болды, және оны бастағандар Ұлы депрессияның қайталануын тоқтата білді."
"{'verbs': [{'verb': '', 'description': {'Arg(тема)': 'конституциялық'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Дәстүрлі', 'емес', 'саясат', 'соншалықты', 'тиімді', 'болғандықтан,', 'олар', 'енді,', 'кез', 'келген', 'проблемаға', 'тиісті', 'және', 'қажетті', 'жауап', 'деп', 'қарастырылады,', 'ал', 'конституциялық', 'кепілдіктер', 'ұсақ', 'бюрократиялық', 'мәселелер', 'деп', 'жиі', 'қолданылмайды.'], 'metric': 0.5}",0,"Дәстүрлі емес саясат соншалықты тиімді болғандықтан, олар енді, кез келген проблемаға тиісті және қажетті жауап деп қарастырылады, ал конституциялық кепілдіктер ұсақ бюрократиялық мәселелер деп жиі қолданылмайды."
"{'verbs': [{'verb': 'ең', 'description': {'V': 'ең', 'Arg(место)': 'өкілеттігінің'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(место)', 'V', 'O', 'O', 'O', 'O']}], 'words': ['2008', 'жылы,', 'бұрынғы', 'Федералды', 'Резерв', 'жүйесінің', 'Төрағасы', 'Пол', 'Волкер', 'ФРЖ', 'заңды', 'және', 'тұспалданатын', 'өкілеттігінің', 'ең', 'шетіне', 'тұр', 'деп', 'ескертті.'], 'metric': 0.5}",0,"2008 жылы, бұрынғы Федералды Резерв жүйесінің Төрағасы Пол Волкер ФРЖ заңды және тұспалданатын өкілеттігінің ең шетіне тұр деп ескертті."
"{'verbs': [{'verb': '', 'description': {'Arg(субъект ментального состояния)': 'кейбіреулер', 'Arg(говорящий)': 'кейбіреулер', 'Arg(эталон)': 'кейбіреулер'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O']}], 'words': ['Әрине,', 'саясаткер', 'елдің', 'әл-ауқаты', 'үшін', 'бұл', 'мүмкіндікті', 'неге', 'қолданбайды', 'деп', 'кейбіреулер', 'сұрауы', 'мүмкін.'], 'metric': 0.5}",0,"Әрине, саясаткер елдің әл-ауқаты үшін бұл мүмкіндікті неге қолданбайды деп кейбіреулер сұрауы мүмкін."
,0,Бірақ salus populi suprema lex ұраны (Елдің игілігі ең басты заң болсын) - заңдар қоғамдық игілігі үшін қолданылуы керек деген ұстаным автократияны ақтаудың ескі жолы болып табылады.
"{'verbs': [{'verb': '', 'description': {'Arg(субъект ментального состояния)': 'енгізуді'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O', 'O']}], 'words': ['Шынында', 'да,', 'жұртшылықтың', 'мүддесін', 'нақты', 'анықтауды,', 'немесе', 'тіпті', 'оны', 'Жоғарғы', 'заңға', 'енгізуді', 'кім', 'шеше', 'алады?'], 'metric': 0.33}",0,"Шынында да, жұртшылықтың мүддесін нақты анықтауды, немесе тіпті оны Жоғарғы заңға енгізуді кім шеше алады?"
"{'verbs': [{'verb': 'деп', 'description': {'V': 'деп', 'Arg(цель)': 'президенті,', 'Arg(контрагент)': 'үкімет,'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(цель)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(контрагент)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O']}], 'words': ['Джон', 'Адамс,', 'Американың', 'екінші', 'президенті,', 'осы', 'тұжырымдаманың', 'қауіпті', 'белгісіздігін', 'атап', 'өтті:', 'қоғамдық', 'игілікке,', 'salus', 'populi,', 'барлық', 'үкімет,', 'ең', 'еркіні', 'және', 'сонымен', 'қатар', 'ең', 'озбыры', 'да', 'сүйенеді,-', 'деп', 'жазды.'], 'metric': 0.5}",0,"Джон Адамс, Американың екінші президенті, осы тұжырымдаманың қауіпті белгісіздігін атап өтті: қоғамдық игілікке, salus populi, барлық үкімет, ең еркіні және сонымен қатар ең озбыры да сүйенеді,- деп жазды."
,0,Дағдарыстан кейінгі көрініс бойынша қуатты ер көшбасшы (сирек кезде әйелдер) өзі жағдайды шеше білуі керек.
"{'verbs': [{'verb': 'ауқымды', 'description': {'V': 'ауқымды', 'Arg(место)': 'орналасқан', 'Arg(тема)': 'кең'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(место)', 'O', 'O', 'Arg(тема)', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Бұл', 'тәсіл', '2009', 'жылы', 'алюминий', 'бағасының', 'төмендеуінен,', 'жұмыс', 'орнын', 'жоғалту', 'және', 'төленбеген', 'жалақы', 'салдарынан,', 'Санкт-Петербургден', 'оңтүстік-шығысқа', 'қарай', '250', 'шақырымда', 'орналасқан', 'Пикалеводағы', 'зауытта', 'кең', 'ауқымды', 'наразылық', 'болған', 'кезде', 'Ресей', 'үкіметінің', 'берген', 'жауабында', 'айқын', 'болды.'], 'metric': 1.0}",0,"Бұл тәсіл 2009 жылы алюминий бағасының төмендеуінен, жұмыс орнын жоғалту және төленбеген жалақы салдарынан, Санкт-Петербургден оңтүстік-шығысқа қарай 250 шақырымда орналасқан Пикалеводағы зауытта кең ауқымды наразылық болған кезде Ресей үкіметінің берген жауабында айқын болды."
"{'verbs': [{'verb': 'атап,', 'description': {'V': 'атап,', 'Arg(содержание высказывания)': 'тарақан'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание высказывания)', 'O', 'V', 'O', 'O']}], 'words': ['Ол', 'кездегі', 'премьер-министр', 'Владимир', 'Путин', 'Пикалевоға', 'барып,', 'зауыт', 'иесін,', 'олигарх', 'Олег', 'Дерипасканы', 'тарақан', 'деп', 'атап,', 'абыройын', 'түсірді.'], 'metric': 0.5}",0,"Ол кездегі премьер-министр Владимир Путин Пикалевоға барып, зауыт иесін, олигарх Олег Дерипасканы тарақан деп атап, абыройын түсірді."
"{'verbs': [{'verb': 'жариялаған', 'description': {'V': 'жариялаған'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Путин', 'Ресей', 'жұмысшыларына', 'көмектесудің', 'жаңа', 'саясатын', 'жариялаған', 'жоқ;', 'соған', 'қарамастан,', 'Пикалеводағы', 'оның', 'сөзі', 'капиталистік', 'басқыншылыққа', 'қарсы', 'мемлекеттік', 'биліктің', 'батыл', 'қарсы', 'шығуы', 'ретінде', 'қуана', 'қабылданды.'], 'metric': 0.33}",0,"Путин Ресей жұмысшыларына көмектесудің жаңа саясатын жариялаған жоқ; соған қарамастан, Пикалеводағы оның сөзі капиталистік басқыншылыққа қарсы мемлекеттік биліктің батыл қарсы шығуы ретінде қуана қабылданды."
"{'verbs': [{'verb': '', 'description': {'Arg(эталон)': 'өздерін', 'Arg(результат)': 'мүмкіндік'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(результат)', 'O', 'Arg(эталон)', 'O', 'O']}], 'words': ['Мықты', 'адамдар', 'нақты', 'мәселені', 'шешу', 'үшін', 'бірегей', 'мүмкіндік', 'ретінде', 'өздерін', 'ұсынуға', 'бейім.'], 'metric': 0.5}",0,Мықты адамдар нақты мәселені шешу үшін бірегей мүмкіндік ретінде өздерін ұсынуға бейім.
,0,"Филиппин Президенті Родриго Дутерте үшін, бұл соттан тыс мыңдаған адам өлтірулеріне апарған есірткімен соғысты білдіреді."
